iter	Logloss
363	0.2338199703
364	0.2337819586
365	0.2337622164
366	0.2337410378
367	0.2337223447
368	0.2337003293
369	0.2336756273
370	0.2336478844
371	0.2336258997
372	0.2336024847
373	0.2335810067
374	0.2335569139
375	0.2335287277
376	0.2334916339
377	0.2334798896
378	0.2334539026
379	0.2334147924
380	0.2333973846
381	0.2333746388
382	0.2333510258
383	0.233329143
384	0.2333076475
385	0.2332848602
386	0.2332526341
387	0.233235416
388	0.2332162409
389	0.2331968931
390	0.2331667036
391	0.2331409609
392	0.233110355
393	0.2330844358
394	0.2330650373
395	0.2330393025
396	0.2330084315
397	0.2329811031
398	0.2329597248
399	0.2329440742
400	0.2329202207
401	0.2328984356
402	0.2328718142
403	0.2328529075
404	0.2328238046
405	0.2327977497
406	0.2327713393
407	0.2327372594
408	0.2327103245
409	0.2326866766
410	0.2326613116
411	0.2326373339
412	0.2326155447
413	0.2325955631
414	0.2325753854
415	0.2325537691
416	0.232542562
417	0.232515825
418	0.2324943995
419	0.2324660934
420	0.2324429762
421	0.2324124932
422	0.232382955
423	0.2323479091
424	0.2323278895
425	0.2323048281
426	0.2322753751
427	0.2322399704
428	0.2322258458
429	0.2322114445
430	0.232191516
431	0.2321686778
432	0.2321544833
433	0.2321393763
434	0.2321181218
435	0.2320909996
436	0.2320718186
437	0.2320360046
438	0.2320186245
439	0.2320004976
440	0.2319740093
441	0.231951676
442	0.2319291599
443	0.2319114187
444	0.2318888568
445	0.2318734764
446	0.2318525539
447	0.2318231714
448	0.2317959418
449	0.2317615127
450	0.2317382508
451	0.2317038221
452	0.2316872151
453	0.2316644284
454	0.2316413508
455	0.2316145569
456	0.2315878133
457	0.2315639005
458	0.2315370012
459	0.2315126809
460	0.231497502
461	0.2314733642
462	0.2314524433
463	0.2314321172
464	0.2314040215
465	0.2313803813
466	0.2313596345
467	0.2313402355
468	0.2313206684
469	0.2313043604
470	0.2312830174
471	0.2312610958
472	0.2312386794
473	0.2312122976
474	0.2311903268
475	0.2311748974
476	0.2311466649
477	0.2311132456
478	0.2310902879
479	0.2310737353
480	0.2310553458
481	0.2310401471
482	0.2310191206
483	0.2310027557
484	0.2309837509
485	0.2309576355
486	0.2309419027
487	0.2309208548
488	0.2308979836
489	0.2308674475
490	0.2308470795
491	0.230824821
492	0.2308030258
493	0.2307841084
494	0.2307703721
495	0.2307452281
496	0.230724735
497	0.2306961901
498	0.2306771059
499	0.2306497543
500	0.2306246499
501	0.2306076162
502	0.2305897301
503	0.2305757715
504	0.2305565782
505	0.2305346903
506	0.2305063849
507	0.2304827337
508	0.2304555226
509	0.2304386102
510	0.2304200998
511	0.2303955025
512	0.2303765534
513	0.2303600073
514	0.2303362837
515	0.2303201906
516	0.2302893665
517	0.230262493
518	0.2302350991
519	0.2302178066
520	0.2301963976
521	0.2301753015
522	0.2301563215
523	0.2301370638
524	0.2301260147
525	0.2300980589
526	0.2300745556
527	0.2300550581
528	0.2300371467
529	0.2300206983
530	0.2299963636
531	0.229975911
532	0.229959702
533	0.2299418818
534	0.2299252029
535	0.2299015883
536	0.2298772155
537	0.2298495241
538	0.2298218228
539	0.2298059328
540	0.2297910559
541	0.2297708286
542	0.229754333
543	0.2297338864
544	0.2297101495
545	0.2296897258
546	0.2296783448
547	0.2296554153
548	0.2296278179
549	0.2296063768
550	0.2295922593
551	0.2295707732
552	0.2295513853
553	0.2295349963
554	0.2295151289
555	0.229495917
556	0.2294706405
557	0.2294503316
558	0.2294343131
559	0.2294070193
560	0.2293862323
561	0.2293568314
562	0.2293384868
563	0.2293154682
564	0.229290908
565	0.2292745695
566	0.2292513426
567	0.2292265728
568	0.2292092289
569	0.2291959763
570	0.2291762216
571	0.2291534348
572	0.2291220121
573	0.2291017349
574	0.2290800926
575	0.229057951
576	0.2290333277
577	0.2290100349
578	0.2289947934
579	0.2289742236
580	0.2289596008
581	0.2289389331
582	0.2289105377
583	0.2288898698
584	0.2288743174
585	0.2288468484
586	0.2288210641
587	0.2287997759
588	0.2287837934
589	0.2287641388
590	0.2287334456
591	0.2287118379
592	0.2286828709
593	0.2286585337
594	0.2286289667
595	0.228609601
596	0.2285957759
597	0.2285840781
598	0.228561929
599	0.2285562569
600	0.2285415047
601	0.228524309
602	0.2285040727
603	0.228482461
604	0.2284588101
605	0.2284280067
606	0.228402856
607	0.2283881255
608	0.2283631061
609	0.2283343869
610	0.2283168926
611	0.2282958763
612	0.2282746446
613	0.2282570733
614	0.2282324862
615	0.228222975
616	0.2282029522
617	0.2281832156
618	0.2281670901
619	0.2281327331
620	0.2281144674
621	0.2280978385
622	0.228081191
623	0.2280564611
624	0.2280395828
625	0.2280100002
626	0.2279787069
627	0.2279545292
628	0.2279300259
629	0.2279096647
630	0.2278964758
631	0.2278857833
632	0.227868597
633	0.227851911
634	0.227833363
635	0.2278163663
636	0.2277997849
637	0.2277762581
638	0.2277548926
639	0.2277352545
640	0.2277206225
641	0.2277044413
642	0.2276906788
643	0.2276663574
644	0.2276496952
645	0.2276266995
646	0.2276064683
647	0.2275799742
648	0.227564198
649	0.2275488478
650	0.2275280715
651	0.227503611
652	0.2274794074
653	0.2274597183
654	0.2274454396
655	0.2274332164
656	0.2274127452
657	0.227387381
658	0.2273606133
659	0.2273336635
660	0.2273083842
661	0.2272891336
662	0.2272743707
663	0.2272593563
664	0.2272454065
665	0.2272287736
666	0.2272159806
667	0.2271919284
668	0.227171884
669	0.2271531068
670	0.2271347843
671	0.2271152146
672	0.2270974645
673	0.2270800267
674	0.2270659981
675	0.227045436
676	0.2270225382
677	0.2270003281
678	0.2269860014
679	0.2269731026
680	0.2269528144
681	0.226929362
682	0.2269115982
683	0.2268873182
684	0.2268685748
685	0.2268569041
686	0.2268314075
687	0.226807249
688	0.2267913388
689	0.2267795988
690	0.2267590976
691	0.2267449467
692	0.2267296997
693	0.2267102475
694	0.2266921579
695	0.2266710796
696	0.2266609513
697	0.2266452833
698	0.2266347949
699	0.2266224951
700	0.2266089428
701	0.2265961411
702	0.2265735973
703	0.2265463588
704	0.2265315985
705	0.2265057085
706	0.2264874117
707	0.2264702051
708	0.226451016
709	0.2264353178
710	0.2264064821
711	0.2263877901
712	0.2263643047
713	0.2263447168
714	0.2263266114
715	0.2263088785
716	0.2262899773
717	0.2262717284
718	0.2262509912
719	0.2262420739
720	0.2262158274
721	0.2261977247
722	0.2261813398
723	0.2261644421
724	0.2261482905
725	0.2261318265
726	0.2261130318
727	0.2260879438
728	0.2260648692
729	0.2260486532
730	0.2260138937
731	0.2259978496
732	0.2259746888
733	0.2259570012
734	0.225935978
735	0.2259146161
736	0.2258943578
737	0.2258702049
738	0.2258562707
739	0.2258395132
740	0.225822862
741	0.2258109622
742	0.2257900502
743	0.2257740508
744	0.2257646874
745	0.2257381742
746	0.2257208494
747	0.2257010977
748	0.2256856188
749	0.2256600864
750	0.2256399195
751	0.225617355
752	0.2256061823
753	0.2255839813
754	0.2255685772
755	0.2255495887
756	0.2255297347
757	0.225510403
758	0.2254822398
759	0.2254558208
760	0.225427391
761	0.225403424
762	0.2253843992
763	0.2253606766
764	0.2253453947
765	0.2253241226
766	0.2253092363
767	0.2252888112
768	0.2252671186
769	0.2252503003
770	0.2252399135
771	0.2252215629
772	0.2251999305
773	0.2251878288
774	0.2251607338
775	0.2251439047
776	0.2251248936
777	0.2251069919
778	0.2250851936
779	0.2250708008
780	0.225047934
781	0.2250260478
782	0.2250082761
783	0.2249820882
784	0.2249590635
785	0.2249451604
786	0.2249298032
787	0.2249095821
788	0.224889365
789	0.2248716935
790	0.2248509946
791	0.2248226638
792	0.224807155
793	0.2247882437
794	0.2247750815
795	0.2247554803
796	0.2247418129
797	0.2247294414
798	0.2247084367
799	0.2246850339
800	0.2246695912
801	0.2246517477
802	0.224631077
803	0.2246115676
804	0.2245935125
805	0.2245685962
806	0.2245515134
807	0.224538923
808	0.2245191357
809	0.2245067972
810	0.2244897842
811	0.2244743403
812	0.2244515471
813	0.2244433049
814	0.224418622
815	0.2244032973
816	0.2243883064
817	0.2243718015
818	0.2243508865
819	0.2243374713
820	0.2243264437
821	0.2243107769
822	0.2242795883
823	0.2242642909
824	0.2242487589
825	0.2242348
826	0.224214578
827	0.224196933
828	0.2241745778
829	0.2241557589
830	0.2241278751
831	0.2241123911
832	0.2240946308
833	0.2240785489
834	0.2240654183
835	0.2240469239
836	0.2240342279
837	0.2240288064
838	0.2240075185
839	0.2239938917
840	0.2239756891
841	0.2239573177
842	0.2239404493
843	0.2239241172
844	0.2239053978
845	0.2238913484
846	0.2238771886
847	0.223850644
848	0.2238309802
849	0.2238072546
850	0.2237936784
851	0.2237764276
852	0.2237603758
853	0.2237490505
854	0.2237245644
855	0.2237006097
856	0.2236788208
857	0.2236609027
858	0.22365264
859	0.2236349535
860	0.2236179745
861	0.2236031945
862	0.2235904114
863	0.2235654621
864	0.2235519688
865	0.2235313944
866	0.2235218373
867	0.2235044155
868	0.2234859992
869	0.2234590551
870	0.2234451878
871	0.2234384066
872	0.2234189386
873	0.2233959532
874	0.2233769847
875	0.2233545965
876	0.2233449514
877	0.2233182418
878	0.223308287
879	0.2232930002
880	0.223273838
881	0.2232474009
882	0.223235657
883	0.2232173023
884	0.2231954483
885	0.2231833065
886	0.2231588683
887	0.2231378516
888	0.2231179371
889	0.2230929987
890	0.2230691773
891	0.2230513346
892	0.2230427095
893	0.2230295135
894	0.2230065003
895	0.222981489
896	0.2229643832
897	0.2229459637
898	0.2229273002
899	0.2229163876
900	0.2228949852
901	0.2228803095
902	0.2228574029
903	0.2228391833
904	0.2228161725
905	0.2227988533
906	0.222777453
907	0.222757368
908	0.2227380832
909	0.2227336154
910	0.222717361
911	0.222702135
912	0.222687299
913	0.2226817951
914	0.2226658045
915	0.222651504
916	0.2226262206
917	0.2226067966
918	0.2225936671
919	0.2225791262
920	0.2225684369
921	0.2225452046
922	0.2225271103
923	0.2225082922
924	0.2224868821
925	0.2224755108
926	0.2224530084
927	0.2224407992
928	0.2224126746
929	0.222393546
930	0.2223749825
931	0.222363412
932	0.2223471773
933	0.2223331329
934	0.2223090483
935	0.2223011163
936	0.2222829734
937	0.2222660848
938	0.2222464836
939	0.222232447
940	0.2222194258
941	0.2221927558
942	0.2221785819
943	0.2221559371
944	0.2221306382
945	0.2221158129
946	0.2220978177
947	0.2220800439
948	0.2220646381
949	0.2220504156
950	0.2220335361
951	0.2220210656
952	0.2220093741
953	0.2219933527
954	0.2219774596
955	0.2219564442
956	0.2219425108
957	0.2219255278
958	0.2219107492
959	0.2218955823
960	0.2218756172
961	0.221857046
962	0.2218347172
963	0.2218148696
964	0.2217988176
965	0.2217859601
966	0.2217675942
967	0.2217484679
968	0.2217341702
969	0.2217210021
970	0.2217037529
971	0.2216934836
972	0.221673373
973	0.2216514962
974	0.2216382512
975	0.221621686
976	0.2215990355
977	0.2215816766
978	0.2215577521
979	0.22153748
980	0.2215098163
981	0.2214927402
982	0.2214778213
983	0.2214561851
984	0.2214385987
985	0.2214168659
986	0.2213992638
987	0.2213806364
988	0.2213595717
989	0.2213454248
990	0.2213348439
991	0.2213169839
992	0.221299048
993	0.221282081
994	0.221258546
995	0.2212446108
996	0.221221457
997	0.2212056371
998	0.2211916551
999	0.2211731717
